Found Java version 17.0.19
Available memory: 3864 MB
Using JVM args: -Xmx966m
1069 [main] INFO  org.parosproxy.paros.Constant - Copying default configuration to /home/zap/.ZAP/config.xml
11628 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Secure Pages Include Mixed Content
11628 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Modern Web Application
11631 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: PII Disclosure
11636 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Script Served From Malicious Domain (polyfill)
11636 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Retrieved from Cache
11636 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: HTTP Server Response Header
11637 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Strict-Transport-Security Header
11638 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Sub Resource Integrity Attribute Missing
11638 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Timestamp Disclosure
11639 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable Charset
11640 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Cookie Poisoning
11640 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable HTML Element Attribute (Potential XSS)
11641 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: User Controllable JavaScript Event (XSS)
11641 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Off-site Redirect
11641 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Username Hash Found
11642 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Viewstate
11643 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-AspNet-Version Response Header
11643 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Backend-Server Header Information Leak
11643 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-ChromeLogger-Data (XCOLD) Header Information Leak
11644 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Content-Type-Options Header Missing
11644 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: X-Debug-Token Information Leak
11645 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s)
11645 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: ZAP is Out of Date
11648 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Script Passive Scan Rules
11649 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: WSDL File Detection
11650 [ZAP-daemon] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Stats Passive Scan Rule
11651 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - Creating new root CA certificate.
13259 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - New root CA certificate created.
14309 [ZAP-daemon] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - There is/are 2 newer addons
15447 [ZAP-DownloadInstaller] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - Installing new addon retire v0.58.0
15526 [ZAP-DownloadInstaller] INFO  org.zaproxy.addon.pscan.internal.ScanRuleManager - Loaded passive scan rule: Vulnerable JS Library (Powered by Retire.js)
15536 [ZAP-DownloadInstaller] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - Finished installing new addon retire v0.58.0
15557 [ZAP-DownloadInstaller] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - Installing new addon webdriverlinux v196.0.0
15896 [ZAP-DownloadInstaller] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - Finished installing new addon webdriverlinux v196.0.0
15928 [ZAP-daemon] INFO  org.parosproxy.paros.CommandLine - Add-on downloaded to: /home/zap/.ZAP/plugin/retire-release-0.58.0.zap
15928 [ZAP-daemon] INFO  org.parosproxy.paros.CommandLine - Add-on downloaded to: /home/zap/.ZAP/plugin/webdriverlinux-release-196.zap
15952 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - ZAP is now listening on 0.0.0.0:8080
70093 [ZAP-IO-Server-1-1] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70108 [ZAP-IO-Server-1-2] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70119 [ZAP-IO-Server-1-3] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70128 [ZAP-IO-Server-1-4] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70138 [ZAP-IO-Server-1-5] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70145 [ZAP-IO-Server-1-6] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70153 [ZAP-IO-Server-1-7] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70165 [ZAP-IO-Server-1-8] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70171 [ZAP-IO-Server-1-9] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70178 [ZAP-IO-Server-1-10] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70185 [ZAP-IO-Server-1-11] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70202 [ZAP-IO-Server-1-12] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70209 [ZAP-IO-Server-1-13] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70215 [ZAP-IO-Server-1-14] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70223 [ZAP-IO-Server-1-15] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70230 [ZAP-IO-Server-1-16] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70238 [ZAP-IO-Server-1-17] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70245 [ZAP-IO-Server-1-18] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70256 [ZAP-IO-Server-1-19] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70261 [ZAP-IO-Server-1-20] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70272 [ZAP-IO-Server-1-21] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70279 [ZAP-IO-Server-1-22] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70285 [ZAP-IO-Server-1-23] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70298 [ZAP-IO-Server-1-24] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70310 [ZAP-IO-Server-1-26] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70311 [ZAP-IO-Server-1-25] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70329 [ZAP-IO-Server-1-27] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70338 [ZAP-IO-Server-1-28] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70347 [ZAP-IO-Server-1-29] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70354 [ZAP-IO-Server-1-30] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70360 [ZAP-IO-Server-1-31] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70370 [ZAP-IO-Server-1-32] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70379 [ZAP-IO-Server-1-33] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70387 [ZAP-IO-Server-1-34] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70395 [ZAP-IO-Server-1-35] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70403 [ZAP-IO-Server-1-36] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
70424 [ZAP-IO-Server-1-39] WARN  org.zaproxy.addon.network.internal.server.http.handlers.HttpSenderHandler - Failed to read http://68.155.138.144:8080/login within 20 seconds, check to see if the site is available and if so consider adjusting ZAP's read time out in the Connection options panel.
